student_PESEL,matura_id,subject,level,year,classroom,classroom_capacity,teacher_PESEL,subject_teacher,isRetaken,anulled
73401703427,56,Mathematics,basic,2023,Room_18,small,76846326096,Geography,0,NotAnulled
73401703427,57,Polish,basic,2023,Room_2,big,99010112345,Physical Education,0,NotAnulled
73401703427,58,English,basic,2023,Room_2,big,51937947921,Polish,0,NotAnulled
73401703427,62,Chemistry,extended,2023,Room_8,small,51973405392,Physics,0,NotAnulled
73401703427,59,Physics,extended,2023,Room_1,big,15631219101,English,0,NotAnulled
73401703427,60,History,extended,2023,Room_18,small,73128415155,Chemistry,0,NotAnulled
73401703427,63,Geography,extended,2023,Room_2,big,18138552030,Polish,0,NotAnulled
81239344938,56,Mathematics,basic,2023,Room_4,big,73128415155,Chemistry,0,NotAnulled
81239344938,57,Polish,basic,2023,Room_5,big,60831350511,Biology,0,NotAnulled
81239344938,58,English,basic,2023,Room_21,big,58175080694,Polish,0,NotAnulled
81239344938,66,English,extended,2023,Room_5,big,26437583152,Polish,0,NotAnulled
81239344938,63,Geography,extended,2023,Room_3,big,58175080694,Polish,0,NotAnulled
81239344938,59,Physics,extended,2023,Room_10,small,76846326096,Geography,0,NotAnulled
81239344938,60,History,extended,2023,Room_15,small,52894468092,Geography,0,NotAnulled
31252363232,56,Mathematics,basic,2023,Room_5,big,95635941509,Geography,0,NotAnulled
31252363232,57,Polish,basic,2023,Room_6,small,41025702129,English,0,NotAnulled
31252363232,58,English,basic,2023,Room_6,small,51937947921,Polish,0,NotAnulled
31252363232,66,English,extended,2023,Room_19,small,88515543667,Mathematics,0,NotAnulled
31252363232,61,Biology,extended,2023,Room_16,small,19150622889,History,0,NotAnulled
55532698080,56,Mathematics,basic,2023,Room_7,small,81165531253,Geography,0,NotAnulled
55532698080,57,Polish,basic,2023,Room_21,big,81165531253,Geography,0,NotAnulled
55532698080,58,English,basic,2023,Room_1,big,36952721923,Physical Education,1,Anulled
55532698080,59,Physics,extended,2023,Room_7,small,76846326096,Geography,0,NotAnulled
55532698080,63,Geography,extended,2023,Room_5,big,51937947921,Polish,0,NotAnulled
70468106639,56,Mathematics,basic,2023,Room_7,small,51937947921,Polish,0,NotAnulled
70468106639,57,Polish,basic,2023,Room_18,small,41025702129,English,0,NotAnulled
70468106639,58,English,basic,2023,Room_7,small,73128415155,Chemistry,0,NotAnulled
70468106639,61,Biology,extended,2023,Room_18,small,76846326096,Geography,0,NotAnulled
70468106639,65,Polish,extended,2023,Room_14,small,90391127449,Chemistry,0,NotAnulled
70468106639,60,History,extended,2023,Room_9,small,90391127449,Chemistry,0,NotAnulled
70468106639,59,Physics,extended,2023,Room_12,big,52894468092,Geography,0,NotAnulled
44213474928,56,Mathematics,basic,2023,Room_9,small,81165531253,Geography,0,NotAnulled
44213474928,57,Polish,basic,2023,Room_7,small,88515543667,Mathematics,0,NotAnulled
44213474928,58,English,basic,2023,Room_8,small,15187984005,Physics,0,NotAnulled
44213474928,60,History,extended,2023,Room_20,small,24935803837,Geography,0,NotAnulled
44213474928,63,Geography,extended,2023,Room_17,big,7627861561,Biology,0,NotAnulled
44213474928,66,English,extended,2023,Room_21,big,90391127449,Chemistry,0,NotAnulled
44213474928,59,Physics,extended,2023,Room_15,small,88515543667,Mathematics,0,NotAnulled
44213474928,61,Biology,extended,2023,Room_12,big,58175080694,Polish,0,NotAnulled
38468773737,56,Mathematics,basic,2023,Room_5,big,8717912686,Biology,0,NotAnulled
38468773737,57,Polish,basic,2023,Room_14,small,41025702129,English,0,NotAnulled
38468773737,58,English,basic,2023,Room_16,small,75425501819,Polish,0,NotAnulled
38468773737,64,Mathematics,extended,2023,Room_12,big,24935803837,Geography,0,NotAnulled
36828888777,56,Mathematics,basic,2023,Room_5,big,50945643201,Physics,0,NotAnulled
36828888777,57,Polish,basic,2023,Room_1,big,23041778753,Physics,0,NotAnulled
36828888777,58,English,basic,2023,Room_15,small,90391127449,Chemistry,0,NotAnulled
36828888777,59,Physics,extended,2023,Room_17,big,26437583152,Polish,0,NotAnulled
36828888777,61,Biology,extended,2023,Room_10,small,36952721923,Polish,0,NotAnulled
36828888777,63,Geography,extended,2023,Room_9,small,60831350511,Biology,0,NotAnulled
36828888777,65,Polish,extended,2023,Room_13,big,7627861561,Biology,0,NotAnulled
66843300180,56,Mathematics,basic,2023,Room_1,big,23041778753,Physics,0,NotAnulled
66843300180,57,Polish,basic,2023,Room_13,big,8717912686,Biology,0,NotAnulled
66843300180,58,English,basic,2023,Room_12,big,90391127449,Chemistry,0,NotAnulled
66843300180,64,Mathematics,extended,2023,Room_19,small,81165531253,Geography,0,NotAnulled
66843300180,60,History,extended,2023,Room_3,big,76846326096,Geography,0,NotAnulled
92165052208,56,Mathematics,basic,2023,Room_9,small,73128415155,Chemistry,0,NotAnulled
92165052208,57,Polish,basic,2023,Room_8,small,24935803837,Geography,0,NotAnulled
92165052208,58,English,basic,2023,Room_9,small,60831350511,Biology,0,NotAnulled
92165052208,63,Geography,extended,2023,Room_21,big,23041778753,Physics,0,NotAnulled
92165052208,60,History,extended,2023,Room_18,small,50945643201,Physics,0,NotAnulled
92165052208,66,English,extended,2023,Room_18,small,52894468092,Geography,0,NotAnulled
92165052208,62,Chemistry,extended,2023,Room_12,big,60831350511,Biology,0,NotAnulled
92165052208,65,Polish,extended,2023,Room_13,big,8717912686,Biology,0,NotAnulled
92165052208,64,Mathematics,extended,2023,Room_21,big,99010112345,Physical Education,0,NotAnulled
64541979802,56,Mathematics,basic,2023,Room_7,small,24935803837,Geography,0,NotAnulled
64541979802,57,Polish,basic,2023,Room_11,small,23041778753,Physics,0,NotAnulled
64541979802,58,English,basic,2023,Room_9,small,73128415155,Chemistry,0,NotAnulled
64541979802,61,Biology,extended,2023,Room_16,small,88515543667,Mathematics,0,NotAnulled
64541979802,65,Polish,extended,2023,Room_3,big,67239597077,Physics,0,NotAnulled
64541979802,64,Mathematics,extended,2023,Room_14,small,81165531253,Geography,0,NotAnulled
64541979802,62,Chemistry,extended,2023,Room_9,small,81165531253,Geography,0,NotAnulled
34334819114,56,Mathematics,basic,2023,Room_6,small,51937947921,Polish,0,NotAnulled
34334819114,57,Polish,basic,2023,Room_12,big,81165531253,Geography,0,NotAnulled
34334819114,58,English,basic,2023,Room_2,big,26437583152,Polish,0,NotAnulled
34334819114,60,History,extended,2023,Room_18,small,67239597077,Physics,0,NotAnulled
34334819114,66,English,extended,2023,Room_2,big,75425501819,Polish,0,NotAnulled
34334819114,62,Chemistry,extended,2023,Room_2,big,15631219101,English,0,NotAnulled
34334819114,65,Polish,extended,2023,Room_4,big,15187984005,Physics,0,NotAnulled
34334819114,64,Mathematics,extended,2023,Room_7,small,81359177700,Geography,0,NotAnulled
34334819114,59,Physics,extended,2023,Room_11,small,88515543667,Mathematics,0,NotAnulled
57190627843,56,Mathematics,basic,2023,Room_7,small,60831350511,Biology,0,NotAnulled
57190627843,57,Polish,basic,2023,Room_19,small,88515543667,Mathematics,0,NotAnulled
57190627843,58,English,basic,2023,Room_4,big,58175080694,Polish,0,NotAnulled
57190627843,59,Physics,extended,2023,Room_6,small,60831350511,Biology,0,NotAnulled
57190627843,62,Chemistry,extended,2023,Room_21,big,99010112345,Physical Education,0,NotAnulled
94531041288,56,Mathematics,basic,2023,Room_6,small,51973405392,Physics,0,NotAnulled
94531041288,57,Polish,basic,2023,Room_13,big,7627861561,Biology,0,NotAnulled
