student_PESEL,matura_id,subject,level,year,classroom,classroom_capacity,teacher_PESEL,subject_teacher,isRetaken,anulled
1199029793,78,Mathematics,basic,2025,Room_15,small,7627861561,Biology,0,NotAnulled
1199029793,79,Polish,basic,2025,Room_21,big,58175080694,History,0,NotAnulled
1199029793,80,English,basic,2025,Room_17,big,81165531253,Geography,0,NotAnulled
1199029793,85,Geography,extended,2025,Room_1,big,15631219101,English,0,NotAnulled
1199029793,83,Biology,extended,2025,Room_15,small,50945643201,Physics,0,NotAnulled
1199029793,88,English,extended,2025,Room_1,big,81165531253,Geography,0,NotAnulled
31124142698,78,Mathematics,basic,2025,Room_4,big,24935803837,Geography,0,NotAnulled
31124142698,79,Polish,basic,2025,Room_3,big,99010112345,Physical Education,0,NotAnulled
31124142698,80,English,basic,2025,Room_13,big,51973405392,Physics,0,NotAnulled
31124142698,88,English,extended,2025,Room_19,small,50945643201,Physics,0,NotAnulled
55856382881,78,Mathematics,basic,2025,Room_20,small,51937947921,Polish,0,NotAnulled
55856382881,79,Polish,basic,2025,Room_17,big,97238058536,Chemistry,0,NotAnulled
55856382881,80,English,basic,2025,Room_9,small,19150622889,History,0,NotAnulled
55856382881,88,English,extended,2025,Room_12,big,15187984005,Biology,0,NotAnulled
55856382881,83,Biology,extended,2025,Room_12,big,81359177700,Geography,0,NotAnulled
55856382881,85,Geography,extended,2025,Room_5,big,51973405392,Physics,0,NotAnulled
72020616040,78,Mathematics,basic,2025,Room_9,small,24935803837,Geography,0,NotAnulled
72020616040,79,Polish,basic,2025,Room_13,big,24935803837,Geography,0,NotAnulled
72020616040,80,English,basic,2025,Room_4,big,15187984005,Biology,0,NotAnulled
72020616040,86,Mathematics,extended,2025,Room_19,small,51937947921,Polish,0,NotAnulled
97916739628,78,Mathematics,basic,2025,Room_12,big,51973405392,Physics,0,NotAnulled
97916739628,79,Polish,basic,2025,Room_20,small,8717912686,Biology,0,NotAnulled
97916739628,80,English,basic,2025,Room_11,small,95635941509,Geography,0,NotAnulled
97916739628,82,History,extended,2025,Room_20,small,7627861561,Biology,0,NotAnulled
9622923602,78,Mathematics,basic,2025,Room_16,small,50945643201,Physics,0,NotAnulled
9622923602,79,Polish,basic,2025,Room_8,small,19150622889,History,0,NotAnulled
9622923602,80,English,basic,2025,Room_8,small,15187984005,Biology,0,NotAnulled
9622923602,84,Chemistry,extended,2025,Room_21,big,51973405392,Physics,0,NotAnulled
9622923602,83,Biology,extended,2025,Room_12,big,90391127449,Chemistry,0,NotAnulled
9622923602,81,Physics,extended,2025,Room_21,big,15187984005,Biology,0,NotAnulled
9622923602,88,English,extended,2025,Room_5,big,26437583152,Polish,0,NotAnulled
9622923602,86,Mathematics,extended,2025,Room_6,small,51973405392,Physics,0,NotAnulled
9622923602,87,Polish,extended,2025,Room_9,small,81165531253,Geography,0,NotAnulled
58977573003,78,Mathematics,basic,2025,Room_2,big,23041778753,Physics,0,NotAnulled
58977573003,79,Polish,basic,2025,Room_12,big,23041778753,Physics,0,NotAnulled
58977573003,80,English,basic,2025,Room_19,small,51973405392,Physics,0,NotAnulled
58977573003,86,Mathematics,extended,2025,Room_2,big,15187984005,Biology,0,NotAnulled
58977573003,81,Physics,extended,2025,Room_11,small,36952721923,Polish,0,NotAnulled
58977573003,87,Polish,extended,2025,Room_21,big,90391127449,Chemistry,0,NotAnulled
31335181282,78,Mathematics,basic,2025,Room_20,small,24935803837,Geography,0,NotAnulled
31335181282,79,Polish,basic,2025,Room_3,big,90391127449,Chemistry,0,NotAnulled
31335181282,80,English,basic,2025,Room_8,small,7627861561,Biology,0,NotAnulled
31335181282,88,English,extended,2025,Room_1,big,18138552030,Polish,0,NotAnulled
31335181282,83,Biology,extended,2025,Room_21,big,26437583152,Polish,0,NotAnulled
31335181282,85,Geography,extended,2025,Room_19,small,36952721923,Polish,0,NotAnulled
31335181282,87,Polish,extended,2025,Room_15,small,15187984005,Biology,0,NotAnulled
92254965290,78,Mathematics,basic,2025,Room_20,small,81359177700,Geography,0,NotAnulled
92254965290,79,Polish,basic,2025,Room_19,small,51973405392,Physics,0,NotAnulled
92254965290,80,English,basic,2025,Room_18,small,52894468092,Geography,0,NotAnulled
92254965290,87,Polish,extended,2025,Room_2,big,97238058536,Chemistry,0,NotAnulled
80994158750,78,Mathematics,basic,2025,Room_18,small,19150622889,History,0,NotAnulled
80994158750,79,Polish,basic,2025,Room_9,small,67239597077,Physics,0,NotAnulled
80994158750,80,English,basic,2025,Room_1,big,76846326096,Geography,0,NotAnulled
80994158750,83,Biology,extended,2025,Room_21,big,52894468092,Geography,0,NotAnulled
80994158750,88,English,extended,2025,Room_4,big,60831350511,Biology,0,NotAnulled
80994158750,87,Polish,extended,2025,Room_7,small,88515543667,Mathematics,0,NotAnulled
80994158750,86,Mathematics,extended,2025,Room_1,big,76846326096,Geography,0,NotAnulled
80994158750,85,Geography,extended,2025,Room_3,big,50945643201,Physics,0,NotAnulled
80994158750,81,Physics,extended,2025,Room_2,big,52894468092,Geography,0,NotAnulled
62083068492,78,Mathematics,basic,2025,Room_5,big,90391127449,Chemistry,0,NotAnulled
62083068492,79,Polish,basic,2025,Room_16,small,23041778753,Physics,0,NotAnulled
62083068492,80,English,basic,2025,Room_16,small,73128415155,Chemistry,0,NotAnulled
62083068492,82,History,extended,2025,Room_12,big,36952721923,Polish,0,NotAnulled
62083068492,81,Physics,extended,2025,Room_12,big,60831350511,Biology,0,NotAnulled
62083068492,84,Chemistry,extended,2025,Room_13,big,41025702129,English,0,NotAnulled
62083068492,85,Geography,extended,2025,Room_14,small,51937947921,Polish,0,NotAnulled
62083068492,83,Biology,extended,2025,Room_16,small,97238058536,Chemistry,0,NotAnulled
62083068492,86,Mathematics,extended,2025,Room_17,big,15187984005,Biology,0,NotAnulled
23215846043,78,Mathematics,basic,2025,Room_16,small,26437583152,Polish,0,NotAnulled
23215846043,79,Polish,basic,2025,Room_17,big,58175080694,History,0,NotAnulled
23215846043,80,English,basic,2025,Room_1,big,88515543667,Mathematics,0,NotAnulled
23215846043,86,Mathematics,extended,2025,Room_2,big,19150622889,History,0,NotAnulled
23215846043,83,Biology,extended,2025,Room_15,small,76846326096,Geography,0,NotAnulled
23215846043,81,Physics,extended,2025,Room_1,big,41025702129,English,0,NotAnulled
23215846043,82,History,extended,2025,Room_12,big,7627861561,Biology,0,NotAnulled
23215846043,87,Polish,extended,2025,Room_19,small,76846326096,Geography,0,NotAnulled
96483415733,78,Mathematics,basic,2025,Room_1,big,15187984005,Biology,0,NotAnulled
96483415733,79,Polish,basic,2025,Room_3,big,19150622889,History,0,NotAnulled
96483415733,80,English,basic,2025,Room_16,small,81359177700,Geography,0,NotAnulled
96483415733,82,History,extended,2025,Room_17,big,88515543667,Mathematics,0,NotAnulled
96483415733,83,Biology,extended,2025,Room_10,small,41025702129,English,0,NotAnulled
96483415733,87,Polish,extended,2025,Room_17,big,23041778753,Physics,0,NotAnulled
96483415733,85,Geography,extended,2025,Room_14,small,88515543667,Mathematics,0,NotAnulled
96483415733,81,Physics,extended,2025,Room_3,big,26437583152,Polish,0,NotAnulled
51843255700,78,Mathematics,basic,2025,Room_21,big,73128415155,Chemistry,0,NotAnulled
51843255700,79,Polish,basic,2025,Room_5,big,24935803837,Geography,0,NotAnulled
51843255700,80,English,basic,2025,Room_17,big,24935803837,Geography,0,NotAnulled
51843255700,86,Mathematics,extended,2025,Room_16,small,60831350511,Biology,0,NotAnulled
51843255700,83,Biology,extended,2025,Room_17,big,58175080694,History,0,NotAnulled
51843255700,88,English,extended,2025,Room_17,big,18138552030,Polish,0,NotAnulled
51843255700,85,Geography,extended,2025,Room_7,small,51973405392,Physics,0,NotAnulled
51843255700,87,Polish,extended,2025,Room_2,big,90391127449,Chemistry,0,NotAnulled
38795211985,78,Mathematics,basic,2025,Room_2,big,73128415155,Chemistry,0,NotAnulled
38795211985,79,Polish,basic,2025,Room_10,small,76846326096,Geography,0,NotAnulled
38795211985,80,English,basic,2025,Room_11,small,81359177700,Geography,0,NotAnulled
38795211985,82,History,extended,2025,Room_10,small,51937947921,Polish,0,NotAnulled
38795211985,88,English,extended,2025,Room_4,big,51937947921,Polish,0,NotAnulled
85667827828,78,Mathematics,basic,2025,Room_9,small,58175080694,History,0,NotAnulled
85667827828,79,Polish,basic,2025,Room_10,small,8717912686,Biology,0,NotAnulled
85667827828,80,English,basic,2025,Room_9,small,50945643201,Physics,0,NotAnulled
85667827828,86,Mathematics,extended,2025,Room_12,big,67239597077,Physics,0,NotAnulled
85667827828,85,Geography,extended,2025,Room_21,big,23041778753,Physics,0,NotAnulled
85667827828,88,English,extended,2025,Room_17,big,51937947921,Polish,0,NotAnulled
85667827828,82,History,extended,2025,Room_14,small,24935803837,Geography,0,NotAnulled
85667827828,87,Polish,extended,2025,Room_2,big,15187984005,Biology,0,NotAnulled
93577423927,78,Mathematics,basic,2025,Room_9,small,95635941509,Geography,0,NotAnulled
93577423927,79,Polish,basic,2025,Room_13,big,73128415155,Chemistry,0,NotAnulled
93577423927,80,English,basic,2025,Room_5,big,51973405392,Physics,0,NotAnulled
93577423927,86,Mathematics,extended,2025,Room_6,small,18138552030,Polish,0,NotAnulled
68954891075,78,Mathematics,basic,2025,Room_2,big,90391127449,Chemistry,0,NotAnulled
68954891075,79,Polish,basic,2025,Room_21,big,50945643201,Physics,0,NotAnulled
68954891075,80,English,basic,2025,Room_13,big,97238058536,Chemistry,0,NotAnulled
68954891075,88,English,extended,2025,Room_2,big,24935803837,Geography,0,NotAnulled
68954891075,83,Biology,extended,2025,Room_8,small,99010112345,Physical Education,0,NotAnulled
68954891075,86,Mathematics,extended,2025,Room_11,small,51973405392,Physics,0,NotAnulled
68954891075,84,Chemistry,extended,2025,Room_2,big,81359177700,Geography,0,NotAnulled
68954891075,81,Physics,extended,2025,Room_20,small,73128415155,Chemistry,0,NotAnulled
68954891075,87,Polish,extended,2025,Room_11,small,88515543667,Mathematics,0,NotAnulled
8108803385,78,Mathematics,basic,2025,Room_10,small,51973405392,Physics,0,NotAnulled
8108803385,79,Polish,basic,2025,Room_5,big,24935803837,Geography,0,NotAnulled
8108803385,80,English,basic,2025,Room_13,big,19150622889,History,0,NotAnulled
