student_PESEL,matura_id,subject,level,year,classroom,classroom_capacity,teacher_PESEL,subject_teacher,isRetaken,anulled
53726272097,23,Mathematics,basic,2020,Room_15,small,60831350511,Biology,0,NotAnulled
53726272097,24,Polish,basic,2020,Room_11,small,41025702129,English,0,NotAnulled
53726272097,25,English,basic,2020,Room_6,small,7627861561,Chemistry,0,NotAnulled
53726272097,31,Mathematics,extended,2020,Room_1,big,58175080694,Polish,0,NotAnulled
53726272097,27,History,extended,2020,Room_17,big,8717912686,Biology,0,NotAnulled
53726272097,28,Biology,extended,2020,Room_11,small,99010112345,Physical Education,0,NotAnulled
53726272097,29,Chemistry,extended,2020,Room_9,small,15187984005,Biology,0,NotAnulled
95077847240,23,Mathematics,basic,2020,Room_10,small,90391127449,English,0,NotAnulled
95077847240,24,Polish,basic,2020,Room_4,big,67239597077,Physics,0,NotAnulled
95077847240,25,English,basic,2020,Room_12,big,60831350511,Biology,0,NotAnulled
95077847240,29,Chemistry,extended,2020,Room_3,big,58175080694,Polish,0,NotAnulled
19142620113,23,Mathematics,basic,2020,Room_1,big,81359177700,Geography,0,NotAnulled
19142620113,24,Polish,basic,2020,Room_1,big,51973405392,Physics,0,NotAnulled
19142620113,25,English,basic,2020,Room_8,small,51937947921,Polish,0,NotAnulled
19142620113,31,Mathematics,extended,2020,Room_12,big,24935803837,Geography,0,NotAnulled
19142620113,30,Geography,extended,2020,Room_9,small,19150622889,History,0,NotAnulled
45582780505,23,Mathematics,basic,2020,Room_14,small,8717912686,Biology,0,NotAnulled
45582780505,24,Polish,basic,2020,Room_19,small,15631219101,English,0,NotAnulled
45582780505,25,English,basic,2020,Room_1,big,18138552030,Polish,0,NotAnulled
45582780505,32,Polish,extended,2020,Room_9,small,7627861561,Chemistry,0,NotAnulled
78594613028,23,Mathematics,basic,2020,Room_18,small,50945643201,Physics,0,NotAnulled
78594613028,24,Polish,basic,2020,Room_8,small,23041778753,Physics,0,NotAnulled
78594613028,25,English,basic,2020,Room_19,small,95635941509,Geography,0,NotAnulled
78594613028,26,Physics,extended,2020,Room_3,big,76846326096,Geography,0,NotAnulled
78594613028,31,Mathematics,extended,2020,Room_6,small,90391127449,English,0,NotAnulled
66710891606,23,Mathematics,basic,2020,Room_8,small,41025702129,English,0,NotAnulled
66710891606,24,Polish,basic,2020,Room_3,big,50945643201,Physics,0,NotAnulled
66710891606,25,English,basic,2020,Room_4,big,19150622889,History,0,NotAnulled
66710891606,33,English,extended,2020,Room_19,small,58175080694,Polish,0,NotAnulled
66710891606,31,Mathematics,extended,2020,Room_9,small,81359177700,Geography,0,NotAnulled
3503614567,23,Mathematics,basic,2020,Room_12,big,51973405392,Physics,0,NotAnulled
3503614567,24,Polish,basic,2020,Room_7,small,81165531253,Geography,0,NotAnulled
3503614567,25,English,basic,2020,Room_1,big,99010112345,Physical Education,0,NotAnulled
3503614567,31,Mathematics,extended,2020,Room_19,small,52894468092,Geography,0,NotAnulled
3503614567,29,Chemistry,extended,2020,Room_4,big,23041778753,Physics,0,NotAnulled
3503614567,27,History,extended,2020,Room_13,big,8717912686,Biology,0,NotAnulled
3503614567,30,Geography,extended,2020,Room_2,big,41025702129,English,0,NotAnulled
3503614567,33,English,extended,2020,Room_19,small,52894468092,Geography,0,NotAnulled
60043204853,23,Mathematics,basic,2020,Room_11,small,15631219101,English,0,NotAnulled
60043204853,24,Polish,basic,2020,Room_9,small,15631219101,English,0,NotAnulled
60043204853,25,English,basic,2020,Room_18,small,76846326096,Geography,0,NotAnulled
60043204853,33,English,extended,2020,Room_10,small,36952721923,Polish,0,NotAnulled
60043204853,30,Geography,extended,2020,Room_13,big,36952721923,Polish,0,NotAnulled
60043204853,29,Chemistry,extended,2020,Room_21,big,90391127449,English,0,NotAnulled
60043204853,26,Physics,extended,2020,Room_19,small,52894468092,Geography,0,NotAnulled
60043204853,31,Mathematics,extended,2020,Room_9,small,90391127449,English,0,NotAnulled
60043204853,32,Polish,extended,2020,Room_18,small,67239597077,Physics,0,NotAnulled
88854470890,23,Mathematics,basic,2020,Room_12,big,90391127449,English,0,NotAnulled
88854470890,24,Polish,basic,2020,Room_4,big,41025702129,English,0,NotAnulled
88854470890,25,English,basic,2020,Room_7,small,60831350511,Biology,0,NotAnulled
88854470890,32,Polish,extended,2020,Room_14,small,19150622889,History,0,NotAnulled
88854470890,31,Mathematics,extended,2020,Room_8,small,97238058536,Chemistry,0,NotAnulled
88854470890,29,Chemistry,extended,2020,Room_10,small,75425501819,Polish,0,NotAnulled
90052882917,23,Mathematics,basic,2020,Room_1,big,24935803837,Geography,0,NotAnulled
90052882917,24,Polish,basic,2020,Room_4,big,23041778753,Physics,0,NotAnulled
90052882917,25,English,basic,2020,Room_13,big,18138552030,Polish,0,NotAnulled
90052882917,28,Biology,extended,2020,Room_2,big,51937947921,Polish,0,NotAnulled
90052882917,27,History,extended,2020,Room_16,small,50945643201,Physics,0,NotAnulled
32545691911,23,Mathematics,basic,2020,Room_17,big,76846326096,Geography,0,NotAnulled
32545691911,24,Polish,basic,2020,Room_5,big,52894468092,Geography,0,NotAnulled
32545691911,25,English,basic,2020,Room_8,small,51973405392,Physics,0,NotAnulled
32545691911,30,Geography,extended,2020,Room_1,big,18138552030,Polish,0,NotAnulled
32545691911,26,Physics,extended,2020,Room_13,big,15187984005,Biology,0,NotAnulled
69451820467,23,Mathematics,basic,2020,Room_21,big,7627861561,Chemistry,0,NotAnulled
69451820467,24,Polish,basic,2020,Room_21,big,99010112345,Physical Education,0,NotAnulled
69451820467,25,English,basic,2020,Room_8,small,75425501819,Polish,0,NotAnulled
69451820467,28,Biology,extended,2020,Room_6,small,26437583152,Polish,0,NotAnulled
55152392860,23,Mathematics,basic,2020,Room_1,big,23041778753,Physics,0,NotAnulled
55152392860,24,Polish,basic,2020,Room_21,big,81359177700,Geography,0,NotAnulled
55152392860,25,English,basic,2020,Room_12,big,50945643201,Physics,0,NotAnulled
55152392860,27,History,extended,2020,Room_8,small,15187984005,Biology,0,NotAnulled
55152392860,26,Physics,extended,2020,Room_12,big,81359177700,Geography,0,NotAnulled
77445005639,23,Mathematics,basic,2020,Room_11,small,7627861561,Chemistry,0,NotAnulled
77445005639,24,Polish,basic,2020,Room_6,small,90391127449,English,0,NotAnulled
77445005639,25,English,basic,2020,Room_21,big,81165531253,Geography,0,NotAnulled
77445005639,32,Polish,extended,2020,Room_12,big,60831350511,Biology,0,NotAnulled
60210877534,23,Mathematics,basic,2020,Room_10,small,52894468092,Geography,0,NotAnulled
60210877534,24,Polish,basic,2020,Room_16,small,41025702129,English,0,NotAnulled
60210877534,25,English,basic,2020,Room_12,big,26437583152,Polish,0,NotAnulled
60210877534,32,Polish,extended,2020,Room_10,small,51973405392,Physics,0,NotAnulled
60210877534,33,English,extended,2020,Room_3,big,99010112345,Physical Education,0,NotAnulled
60210877534,30,Geography,extended,2020,Room_12,big,15631219101,English,0,NotAnulled
60210877534,26,Physics,extended,2020,Room_14,small,88515543667,Mathematics,0,NotAnulled
28735479836,23,Mathematics,basic,2020,Room_17,big,8717912686,Biology,0,NotAnulled
28735479836,24,Polish,basic,2020,Room_12,big,67239597077,Physics,0,NotAnulled
28735479836,25,English,basic,2020,Room_4,big,99010112345,Physical Education,0,NotAnulled
28735479836,28,Biology,extended,2020,Room_13,big,23041778753,Physics,0,NotAnulled
28735479836,31,Mathematics,extended,2020,Room_21,big,51937947921,Polish,0,NotAnulled
28735479836,27,History,extended,2020,Room_5,big,15187984005,Biology,0,NotAnulled
28735479836,30,Geography,extended,2020,Room_7,small,51937947921,Polish,0,NotAnulled
28735479836,29,Chemistry,extended,2020,Room_9,small,41025702129,English,0,NotAnulled
68378116818,23,Mathematics,basic,2020,Room_1,big,99010112345,Physical Education,0,NotAnulled
68378116818,24,Polish,basic,2020,Room_20,small,19150622889,History,0,NotAnulled
68378116818,25,English,basic,2020,Room_16,small,73128415155,Chemistry,0,NotAnulled
68378116818,32,Polish,extended,2020,Room_5,big,15631219101,English,0,NotAnulled
68378116818,27,History,extended,2020,Room_4,big,41025702129,English,0,NotAnulled
94756776607,23,Mathematics,basic,2020,Room_8,small,81165531253,Geography,0,NotAnulled
