student_PESEL,matura_id,subject,level,year,classroom,classroom_capacity,teacher_PESEL,subject_teacher,isRetaken,anulled
61203705842,12,Mathematics,basic,2019,Room_17,big,73128415155,Geography,0,NotAnulled
61203705842,13,Polish,basic,2019,Room_17,big,60831350511,Biology,0,NotAnulled
61203705842,14,English,basic,2019,Room_21,big,58175080694,Polish,0,NotAnulled
61203705842,17,Biology,extended,2019,Room_3,big,81359177700,Geography,0,NotAnulled
61203705842,21,Polish,extended,2019,Room_2,big,76846326096,Geography,0,NotAnulled
61203705842,15,Physics,extended,2019,Room_15,small,88515543667,Mathematics,0,NotAnulled
61203705842,16,History,extended,2019,Room_21,big,51973405392,Physics,0,NotAnulled
61203705842,22,English,extended,2019,Room_4,big,36952721923,Polish,0,NotAnulled
14960264709,12,Mathematics,basic,2019,Room_5,big,75425501819,Polish,0,NotAnulled
14960264709,13,Polish,basic,2019,Room_21,big,15187984005,Biology,0,NotAnulled
14960264709,14,English,basic,2019,Room_17,big,7627861561,Chemistry,0,NotAnulled
14960264709,18,Chemistry,extended,2019,Room_9,small,95635941509,Geography,0,NotAnulled
14960264709,21,Polish,extended,2019,Room_2,big,15631219101,English,0,NotAnulled
41123504125,12,Mathematics,basic,2019,Room_18,small,7627861561,Chemistry,0,NotAnulled
41123504125,13,Polish,basic,2019,Room_20,small,81359177700,Geography,0,NotAnulled
41123504125,14,English,basic,2019,Room_11,small,73128415155,Geography,0,NotAnulled
41123504125,20,Mathematics,extended,2019,Room_2,big,7627861561,Chemistry,0,NotAnulled
41123504125,17,Biology,extended,2019,Room_9,small,73128415155,Geography,0,NotAnulled
41123504125,19,Geography,extended,2019,Room_2,big,97238058536,Chemistry,0,NotAnulled
41123504125,21,Polish,extended,2019,Room_7,small,60831350511,Biology,0,NotAnulled
41123504125,18,Chemistry,extended,2019,Room_20,small,75425501819,Polish,0,NotAnulled
54366683091,12,Mathematics,basic,2019,Room_21,big,99010112345,Physical Education,0,NotAnulled
54366683091,13,Polish,basic,2019,Room_4,big,81359177700,Geography,0,NotAnulled
54366683091,14,English,basic,2019,Room_7,small,24935803837,Geography,0,NotAnulled
54366683091,18,Chemistry,extended,2019,Room_8,small,51973405392,Physics,0,NotAnulled
33495849178,12,Mathematics,basic,2019,Room_1,big,15187984005,Biology,0,NotAnulled
33495849178,13,Polish,basic,2019,Room_4,big,15187984005,Biology,0,NotAnulled
33495849178,14,English,basic,2019,Room_6,small,36952721923,Polish,0,NotAnulled
33495849178,20,Mathematics,extended,2019,Room_8,small,52894468092,Geography,0,NotAnulled
28504056739,12,Mathematics,basic,2019,Room_12,big,8717912686,Biology,0,NotAnulled
28504056739,13,Polish,basic,2019,Room_21,big,73128415155,Geography,0,NotAnulled
28504056739,14,English,basic,2019,Room_1,big,8717912686,Biology,0,NotAnulled
28504056739,17,Biology,extended,2019,Room_15,small,50945643201,Physics,0,NotAnulled
28504056739,19,Geography,extended,2019,Room_11,small,67239597077,Physics,0,NotAnulled
93025476357,12,Mathematics,basic,2019,Room_3,big,15631219101,English,0,NotAnulled
93025476357,13,Polish,basic,2019,Room_7,small,50945643201,Physics,0,NotAnulled
93025476357,14,English,basic,2019,Room_15,small,81165531253,Geography,0,NotAnulled
93025476357,17,Biology,extended,2019,Room_13,big,75425501819,Polish,0,NotAnulled
93025476357,22,English,extended,2019,Room_2,big,19150622889,History,0,NotAnulled
89779435268,12,Mathematics,basic,2019,Room_3,big,36952721923,Polish,0,NotAnulled
89779435268,13,Polish,basic,2019,Room_10,small,19150622889,History,0,NotAnulled
89779435268,14,English,basic,2019,Room_13,big,7627861561,Chemistry,0,NotAnulled
89779435268,22,English,extended,2019,Room_18,small,67239597077,Physics,0,NotAnulled
89779435268,20,Mathematics,extended,2019,Room_19,small,26437583152,Polish,0,NotAnulled
89779435268,15,Physics,extended,2019,Room_1,big,95635941509,Geography,0,NotAnulled
89779435268,17,Biology,extended,2019,Room_1,big,97238058536,Chemistry,0,NotAnulled
89779435268,21,Polish,extended,2019,Room_7,small,51973405392,Physics,0,NotAnulled
89779435268,18,Chemistry,extended,2019,Room_20,small,23041778753,Physics,0,NotAnulled
6188288504,12,Mathematics,basic,2019,Room_18,small,15631219101,English,0,NotAnulled
6188288504,13,Polish,basic,2019,Room_1,big,51973405392,Physics,0,NotAnulled
6188288504,14,English,basic,2019,Room_18,small,95635941509,Geography,0,NotAnulled
6188288504,18,Chemistry,extended,2019,Room_19,small,8717912686,Biology,0,NotAnulled
6188288504,15,Physics,extended,2019,Room_18,small,58175080694,Polish,0,NotAnulled
6188288504,16,History,extended,2019,Room_11,small,15631219101,English,0,NotAnulled
6188288504,17,Biology,extended,2019,Room_9,small,51973405392,Physics,0,NotAnulled
6188288504,21,Polish,extended,2019,Room_12,big,81165531253,Geography,0,NotAnulled
6188288504,22,English,extended,2019,Room_1,big,67239597077,Physics,0,NotAnulled
44217162716,12,Mathematics,basic,2019,Room_5,big,8717912686,Biology,0,NotAnulled
44217162716,13,Polish,basic,2019,Room_5,big,23041778753,Physics,0,NotAnulled
44217162716,14,English,basic,2019,Room_19,small,24935803837,Geography,0,NotAnulled
44217162716,21,Polish,extended,2019,Room_18,small,88515543667,Mathematics,0,NotAnulled
51417156235,12,Mathematics,basic,2019,Room_8,small,75425501819,Polish,0,NotAnulled
51417156235,13,Polish,basic,2019,Room_7,small,15187984005,Biology,0,NotAnulled
51417156235,14,English,basic,2019,Room_2,big,97238058536,Chemistry,0,NotAnulled
51417156235,20,Mathematics,extended,2019,Room_17,big,26437583152,Polish,0,NotAnulled
51417156235,17,Biology,extended,2019,Room_4,big,76846326096,Geography,0,NotAnulled
51417156235,21,Polish,extended,2019,Room_1,big,97238058536,Chemistry,0,NotAnulled
51417156235,16,History,extended,2019,Room_2,big,23041778753,Physics,0,NotAnulled
51417156235,15,Physics,extended,2019,Room_2,big,60831350511,Biology,0,NotAnulled
25041689241,12,Mathematics,basic,2019,Room_12,big,50945643201,Physics,0,NotAnulled
25041689241,13,Polish,basic,2019,Room_20,small,88515543667,Mathematics,0,NotAnulled
25041689241,14,English,basic,2019,Room_5,big,7627861561,Chemistry,0,NotAnulled
25041689241,19,Geography,extended,2019,Room_17,big,26437583152,Polish,0,NotAnulled
25041689241,16,History,extended,2019,Room_2,big,90391127449,English,0,NotAnulled
25041689241,22,English,extended,2019,Room_1,big,88515543667,Mathematics,0,NotAnulled
42118547373,12,Mathematics,basic,2019,Room_1,big,18138552030,Polish,0,NotAnulled
42118547373,13,Polish,basic,2019,Room_18,small,73128415155,Geography,0,NotAnulled
42118547373,14,English,basic,2019,Room_11,small,75425501819,Polish,0,NotAnulled
42118547373,19,Geography,extended,2019,Room_9,small,15631219101,English,0,NotAnulled
42118547373,15,Physics,extended,2019,Room_14,small,76846326096,Geography,0,NotAnulled
42118547373,21,Polish,extended,2019,Room_4,big,7627861561,Chemistry,0,NotAnulled
60624192275,12,Mathematics,basic,2019,Room_6,small,51973405392,Physics,0,NotAnulled
60624192275,13,Polish,basic,2019,Room_12,big,81359177700,Geography,0,NotAnulled
60624192275,14,English,basic,2019,Room_12,big,76846326096,Geography,0,NotAnulled
60624192275,17,Biology,extended,2019,Room_14,small,90391127449,English,0,NotAnulled
60624192275,18,Chemistry,extended,2019,Room_2,big,51937947921,Polish,0,NotAnulled
60624192275,16,History,extended,2019,Room_5,big,90391127449,English,0,NotAnulled
60624192275,22,English,extended,2019,Room_10,small,76846326096,Geography,0,NotAnulled
60624192275,20,Mathematics,extended,2019,Room_19,small,24935803837,Geography,0,NotAnulled
60624192275,21,Polish,extended,2019,Room_7,small,23041778753,Physics,0,NotAnulled
34215857886,12,Mathematics,basic,2019,Room_1,big,23041778753,Physics,0,NotAnulled
34215857886,13,Polish,basic,2019,Room_10,small,15631219101,English,0,NotAnulled
34215857886,14,English,basic,2019,Room_17,big,99010112345,Physical Education,0,NotAnulled
34215857886,20,Mathematics,extended,2019,Room_14,small,75425501819,Polish,0,NotAnulled
34215857886,21,Polish,extended,2019,Room_5,big,52894468092,Geography,0,NotAnulled
34215857886,18,Chemistry,extended,2019,Room_20,small,76846326096,Geography,0,NotAnulled
34215857886,22,English,extended,2019,Room_4,big,24935803837,Geography,0,NotAnulled
34215857886,16,History,extended,2019,Room_15,small,90391127449,English,0,NotAnulled
55748427427,12,Mathematics,basic,2019,Room_1,big,8717912686,Biology,0,NotAnulled
55748427427,13,Polish,basic,2019,Room_9,small,15631219101,English,0,NotAnulled
55748427427,14,English,basic,2019,Room_10,small,76846326096,Geography,0,NotAnulled
55748427427,18,Chemistry,extended,2019,Room_15,small,19150622889,History,0,NotAnulled
55748427427,17,Biology,extended,2019,Room_4,big,23041778753,Physics,0,NotAnulled
10160926491,12,Mathematics,basic,2019,Room_1,big,23041778753,Physics,0,NotAnulled
10160926491,13,Polish,basic,2019,Room_21,big,88515543667,Mathematics,0,NotAnulled
10160926491,14,English,basic,2019,Room_16,small,75425501819,Polish,0,NotAnulled
10160926491,17,Biology,extended,2019,Room_11,small,90391127449,English,0,NotAnulled
10160926491,18,Chemistry,extended,2019,Room_3,big,95635941509,Geography,0,NotAnulled
10160926491,21,Polish,extended,2019,Room_12,big,73128415155,Geography,0,NotAnulled
10160926491,16,History,extended,2019,Room_20,small,15187984005,Biology,0,NotAnulled
10160926491,20,Mathematics,extended,2019,Room_3,big,81359177700,Geography,0,NotAnulled
10160926491,15,Physics,extended,2019,Room_6,small,26437583152,Polish,0,NotAnulled
15189462425,12,Mathematics,basic,2019,Room_21,big,15187984005,Biology,0,NotAnulled
15189462425,13,Polish,basic,2019,Room_15,small,90391127449,English,0,NotAnulled
15189462425,14,English,basic,2019,Room_3,big,67239597077,Physics,0,NotAnulled
15189462425,21,Polish,extended,2019,Room_10,small,24935803837,Geography,0,NotAnulled
15189462425,18,Chemistry,extended,2019,Room_11,small,95635941509,Geography,0,NotAnulled
37247420120,12,Mathematics,basic,2019,Room_3,big,23041778753,Physics,0,NotAnulled
37247420120,13,Polish,basic,2019,Room_19,small,67239597077,Physics,0,NotAnulled
37247420120,14,English,basic,2019,Room_21,big,75425501819,Polish,0,NotAnulled
37247420120,21,Polish,extended,2019,Room_13,big,90391127449,English,0,NotAnulled
37247420120,18,Chemistry,extended,2019,Room_17,big,26437583152,Polish,0,NotAnulled
37247420120,16,History,extended,2019,Room_1,big,41025702129,English,0,NotAnulled
37247420120,19,Geography,extended,2019,Room_21,big,60831350511,Biology,0,NotAnulled
37247420120,17,Biology,extended,2019,Room_8,small,81359177700,Geography,0,NotAnulled
37247420120,15,Physics,extended,2019,Room_2,big,26437583152,Polish,0,NotAnulled
51283163199,12,Mathematics,basic,2019,Room_19,small,81165531253,Geography,0,NotAnulled
51283163199,13,Polish,basic,2019,Room_8,small,24935803837,Geography,0,NotAnulled
51283163199,14,English,basic,2019,Room_18,small,18138552030,Polish,0,NotAnulled
51283163199,21,Polish,extended,2019,Room_9,small,23041778753,Physics,0,NotAnulled
51283163199,19,Geography,extended,2019,Room_15,small,26437583152,Polish,0,NotAnulled
81711858670,12,Mathematics,basic,2019,Room_11,small,50945643201,Physics,0,NotAnulled
81711858670,13,Polish,basic,2019,Room_4,big,95635941509,Geography,0,NotAnulled
81711858670,14,English,basic,2019,Room_7,small,99010112345,Physical Education,0,NotAnulled
81711858670,20,Mathematics,extended,2019,Room_7,small,7627861561,Chemistry,0,NotAnulled
81711858670,17,Biology,extended,2019,Room_12,big,19150622889,History,0,NotAnulled
81711858670,19,Geography,extended,2019,Room_11,small,26437583152,Polish,0,NotAnulled
81711858670,16,History,extended,2019,Room_3,big,81165531253,Geography,0,NotAnulled
81711858670,15,Physics,extended,2019,Room_16,small,15187984005,Biology,0,NotAnulled
81711858670,22,English,extended,2019,Room_10,small,24935803837,Geography,0,NotAnulled
85535372823,12,Mathematics,basic,2019,Room_17,big,90391127449,English,0,NotAnulled
85535372823,13,Polish,basic,2019,Room_5,big,90391127449,English,0,NotAnulled
85535372823,14,English,basic,2019,Room_13,big,51973405392,Physics,0,NotAnulled
85535372823,16,History,extended,2019,Room_14,small,97238058536,Chemistry,0,NotAnulled
85535372823,15,Physics,extended,2019,Room_12,big,7627861561,Chemistry,0,NotAnulled
85535372823,18,Chemistry,extended,2019,Room_16,small,95635941509,Geography,0,NotAnulled
85535372823,17,Biology,extended,2019,Room_5,big,58175080694,Polish,0,NotAnulled
85535372823,20,Mathematics,extended,2019,Room_14,small,58175080694,Polish,0,NotAnulled
63667973944,12,Mathematics,basic,2019,Room_5,big,95635941509,Geography,0,NotAnulled
63667973944,13,Polish,basic,2019,Room_5,big,24935803837,Geography,0,NotAnulled
63667973944,14,English,basic,2019,Room_14,small,51937947921,Polish,0,NotAnulled
63667973944,18,Chemistry,extended,2019,Room_19,small,24935803837,Geography,0,NotAnulled
63667973944,20,Mathematics,extended,2019,Room_4,big,51973405392,Physics,0,NotAnulled
63667973944,15,Physics,extended,2019,Room_12,big,19150622889,History,0,NotAnulled
14638519259,12,Mathematics,basic,2019,Room_6,small,19150622889,History,0,NotAnulled
14638519259,13,Polish,basic,2019,Room_18,small,24935803837,Geography,0,NotAnulled
14638519259,14,English,basic,2019,Room_19,small,7627861561,Chemistry,0,NotAnulled
14638519259,20,Mathematics,extended,2019,Room_19,small,19150622889,History,0,NotAnulled
14638519259,22,English,extended,2019,Room_15,small,19150622889,History,0,NotAnulled
